0	786447
1	549004
2	866
3	1079
4	1422
5	788104
6	526840
7	527315
8	3056
9	789644
10	528015
11	790163
12	394127
13	962548
14	796030
15	744424
16	10585
17	797117
18	534991
19	120742
20	797592
21	536315
22	703641
23	13466
24	538439
25	538471
26	538535
27	538754
28	118811
29	801280
30	801316
31	944829
32	15099
33	801547
34	802188
35	540652
36	541112
37	541433
38	803619
39	1037026
40	804013
41	908410
42	804384
43	18064
44	804888
45	805140
46	18972
47	19351
48	805809
49	544154
50	808098
51	877693
52	809981
53	23949
54	114299
55	105571
56	811182
57	811807
58	811818
59	566198
60	26695
61	814259
62	552158
63	28987
64	236655
65	817539
66	31449
67	817888
68	817968
69	922767
70	818063
71	556291
72	835549
73	819018
74	819069
75	819094
76	568542
77	34976
78	836099
79	1019784
80	560861
81	823370
82	823477
83	734475
84	299433
85	961443
86	824467
87	300631
88	563155
89	563640
90	961531
91	564953
92	41389
93	565847
94	640985
95	400305
96	567205
97	42948
98	829461
99	619031
100	569504
101	832252
102	832512
103	308312
104	833078
105	308921
106	833562
107	313696
108	834260
109	311731
110	961857
111	761135
112	918268
113	838839
114	314954
115	315335
116	578409
117	950833
118	642815
119	317703
120	318132
121	56215
122	580728
123	580953
124	839875
125	581621
126	319698
127	581870
128	581893
129	582275
130	58055
131	582477
132	582614
133	582623
134	582665
135	405424
136	1014899
137	60549
138	97481
139	172361
140	585449
141	97619
142	586972
143	438543
144	62995
145	587473
146	588248
147	944903
148	884546
149	850898
150	326625
151	589038
152	589503
153	589585
154	327567
155	589745
156	327695
157	1002873
158	590088
159	328468
160	66356
161	590827
162	854071
163	246666
164	854207
165	142429
166	592616
167	593180
168	855730
169	798000
170	307841
171	332820
172	857130
173	857843
174	595719
175	849098
176	858192
177	858665
178	73183
179	929904
180	12660
181	862400
182	338577
183	601629
184	77537
185	596164
186	602361
187	930586
188	393327
189	177232
190	866456
191	604655
192	80623
193	406713
194	867872
195	82105
196	101346
197	800480
198	870978
199	101519
200	871351
201	931728
202	582376
203	723342
204	87929
205	612588
206	928221
207	613137
208	613218
209	89004
210	89329
211	622746
212	89648
213	89770
214	614428
215	801480
216	90631
217	364646
218	714179
219	932827
220	879549
221	933058
222	881114
223	94802
224	881866
225	95529
226	852595
227	97860
228	360274
229	1020204
230	361552
231	886519
232	100340
233	887073
234	887100
235	625063
236	101252
237	887943
238	101999
239	102168
240	364313
241	364333
242	364378
243	364441
244	626750
245	102513
246	102514
247	626867
248	103006
249	103311
250	103656
251	104089
252	1007311
253	890826
254	890828
255	367060
256	105365
257	105442
258	105469
259	1022476
260	892484
261	122912
262	893053
263	368946
264	369028
265	107492
266	107543
267	632196
268	632223
269	632296
270	632319
271	632371
272	632504
273	632505
274	632520
275	891887
276	632786
277	632791
278	632922
279	931233
280	632932
281	633072
282	633076
283	633236
284	633330
285	633346
286	633366
287	633376
288	633584
289	633611
290	633620
291	896161
292	634177
293	411559
294	542655
295	594306
296	892246
297	373998
298	106024
299	448926
300	374708
301	637669
302	113505
303	113514
304	113920
305	114362
306	376975
307	710878
308	901715
309	115441
310	115552
311	639895
312	115809
313	115975
314	150461
315	116597
316	379055
317	116928
318	117019
319	117034
320	117293
321	379579
322	379799
323	380263
324	588780
325	107123
326	380755
327	587809
328	119644
329	382437
330	382505
331	981262
332	383205
333	908158
334	122596
335	122848
336	909282
337	385157
338	123247
339	647739
340	124095
341	910636
342	648512
343	910668
344	632655
345	911528
346	125219
347	649723
348	649735
349	615213
350	108306
351	649947
352	650207
353	807553
354	913441
355	833493
356	389425
357	127342
358	913836
359	127416
360	127818
361	389985
362	652398
363	390317
364	589361
365	982587
366	653270
367	915556
368	916112
369	129738
370	129821
371	916361
372	130473
373	917304
374	393298
375	851984
376	917796
377	131788
378	918284
379	656441
380	132216
381	132508
382	919195
383	132899
384	920283
385	133923
386	109728
387	396895
388	921926
389	135844
390	135882
391	136686
392	923348
393	923538
394	662593
395	924777
396	400575
397	924901
398	400716
399	1034642
400	138813
401	401029
402	940659
403	925575
404	409444
405	139485
406	401690
407	664252
408	402390
409	664709
410	402877
411	928243
412	404099
413	666504
414	404432
415	928721
416	928928
417	929033
418	142865
419	929643
420	143346
421	143386
422	143474
423	930173
424	432517
425	854175
426	931258
427	67848
428	931780
429	932110
430	145731
431	670063
432	932459
433	932602
434	932807
435	932899
436	932904
437	408669
438	636123
439	505053
440	1013542
441	147351
442	933831
443	330479
444	934397
445	148109
446	934675
447	148707
448	149077
449	149123
450	674253
451	936551
452	151166
453	938262
454	152141
455	549649
456	414401
457	152691
458	153046
459	593572
460	677919
461	155088
462	679422
463	680184
464	942382
465	942606
466	942677
467	983924
468	681028
469	943745
470	681761
471	944460
472	944666
473	945331
474	1017867
475	683516
476	421491
477	945929
478	421669
479	422383
480	160298
481	856976
482	685539
483	947733
484	948037
485	948065
486	948214
487	948282
488	686321
489	162103
490	162394
491	420300
492	425291
493	163149
494	163232
495	201976
496	948175
497	687716
498	949905
499	687807
500	163836
501	950526
502	950624
503	164331
504	950814
505	164520
506	951079
507	164839
508	957795
509	427218
510	166087
511	166505
512	428872
513	166746
514	167397
515	953987
516	167796
517	429968
518	430312
519	168277
520	168328
521	430683
522	168745
523	431146
524	955537
