2	261
2	338
2	357
2	359
2	360
3	63
3	212
3	66
4	608
4	803
4	314
4	60
8	776
180	763
180	319
32	60
727	755
727	145
727	105
727	131
727	133
727	812
727	610
43	796
43	208
43	214
46	666
46	518
46	493
46	339
46	807
46	347
46	348
46	383
46	670
46	718
46	522
46	352
47	788
47	736
47	635
47	267
47	276
47	277
47	268
47	269
47	270
47	271
47	280
47	278
47	281
47	282
47	272
47	273
47	274
47	283
47	344
47	284
47	286
47	285
47	287
47	292
47	288
47	289
47	290
47	118
53	320
53	803
53	591
53	749
53	750
53	682
60	52
60	170
60	4
60	32
60	553
60	30
60	600
63	3
63	66
66	63
66	3
77	831
77	754
704	268
704	96
704	837
704	655
92	154
92	257
92	576
92	87
92	418
92	638
92	544
92	150
92	604
792	55
792	266
792	377
792	317
792	318
792	455
97	121
97	160
760	248
760	680
121	452
121	257
121	97
121	139
130	251
130	812
130	186
130	177
130	692
137	150
137	419
160	97
536	204
653	565
653	105
653	753
653	329
178	25
178	720
178	269
178	803
178	408
178	254
178	717
178	596
591	53
591	519
591	214
192	803
192	554
192	260
192	402
735	408
735	101
735	12
735	418
735	600
204	536
204	577
209	529
210	447
212	525
212	3
216	798
216	321
223	240
223	27
223	831
223	418
223	477
223	7
225	445
138	537
138	530
138	669
138	498
138	645
138	802
138	340
138	556
138	377
138	363
138	450
138	435
138	765
138	499
138	818
141	261
141	247
227	314
232	347
236	798
236	525
236	159
236	177
196	758
196	119
196	660
196	817
199	625
199	692
238	775
238	492
578	758
578	635
578	576
578	806
239	807
248	316
248	760
250	373
250	283
250	419
251	293
251	130
251	364
251	600
257	803
257	159
257	92
257	121
257	482
257	491
257	305
258	526
258	765
258	604
55	792
55	259
266	664
266	320
266	792
350	585
350	605
350	139
350	525
350	488
303	796
303	802
303	436
54	120
54	452
54	373
54	318
54	508
305	770
305	597
305	257
305	644
305	87
305	769
305	810
305	749
305	499
309	537
309	240
309	800
309	803
309	836
309	347
309	457
309	328
309	749
309	718
309	294
309	818
309	620
312	519
313	537
313	146
313	796
313	398
313	269
313	229
313	347
313	348
313	434
313	749
313	506
315	268
317	792
317	37
317	423
317	393
317	829
317	264
317	604
318	792
318	510
318	54
319	180
319	746
565	823
565	653
320	53
320	266
320	172
320	329
320	491
320	600
28	430
597	439
597	775
597	484
597	567
597	509
597	188
597	305
328	335
328	823
328	649
328	309
19	765
19	806
19	600
334	803
334	807
335	328
261	2
261	141
338	2
340	138
357	2
357	834
357	393
357	526
357	435
357	519
359	2
359	667
360	2
369	770
369	759
369	114
372	743
377	792
377	366
377	567
377	138
377	211
377	680
383	800
383	351
383	582
383	347
383	348
383	329
383	670
383	46
385	439
385	118
391	396
391	803
405	657
165	345
165	577
418	463
418	422
418	576
418	92
418	223
418	735
418	327
418	177
418	139
420	576
421	803
421	140
421	765
422	488
422	418
430	28
445	816
445	736
445	327
445	225
445	33
445	655
445	139
447	210
448	435
448	491
314	336
314	41
314	665
314	269
314	48
314	551
314	247
314	731
314	81
314	4
314	738
314	567
314	227
314	7
452	21
452	121
452	329
452	148
452	499
452	419
452	587
452	54
454	413
457	38
457	572
457	613
457	309
458	491
480	501
562	514
562	172
489	805
490	293
490	519
490	444
490	745
493	537
493	339
493	347
493	348
493	101
493	718
493	46
493	655
494	491
500	423
647	361
647	720
647	514
503	600
505	109
505	373
510	561
510	318
510	620
511	25
514	763
514	268
514	149
514	27
514	647
514	769
514	71
514	811
514	114
514	562
514	90
514	602
691	537
691	776
691	582
691	344
519	312
519	490
519	803
519	591
519	323
519	357
519	444
520	778
522	693
522	701
522	800
522	268
522	724
522	802
522	803
522	484
522	229
522	526
522	772
522	434
522	797
522	206
522	46
522	506
525	212
525	350
525	236
525	571
745	490
745	323
602	796
602	269
602	514
602	636
602	810
602	620
530	193
530	824
530	138
139	445
139	568
139	710
139	423
139	121
139	350
139	50
139	300
139	418
139	538
139	509
139	501
139	442
538	224
538	85
538	139
554	295
554	410
554	228
554	192
554	150
555	509
555	443
558	361
558	413
561	523
561	510
561	812
563	676
563	425
563	396
563	27
563	393
563	584
563	604
567	597
567	775
567	484
567	377
567	540
568	576
568	139
571	525
571	394
576	420
576	568
576	170
576	92
576	651
576	578
576	418
577	204
577	165
587	452
587	412
587	707
593	810
594	740
595	7
600	379
600	463
600	387
600	320
600	763
600	720
600	251
600	332
600	503
600	616
600	752
600	803
600	149
600	436
600	278
600	834
600	0
600	711
600	621
600	735
600	321
600	73
600	198
600	29
600	7
600	215
600	60
600	19
608	143
608	535
608	4
613	457
613	829
613	183
615	214
615	25
615	796
615	269
615	116
615	114
620	510
620	309
620	602
631	802
495	816
495	132
495	133
638	92
638	150
639	224
639	18
642	803
648	807
649	803
649	328
649	784
649	817
655	445
655	268
655	493
655	704
680	377
680	760
720	79
64	411
756	831
757	664
757	332
757	307
757	393
757	810
770	634
770	802
770	305
770	214
770	369
775	597
775	238
775	567
775	654
163	816
163	393
163	33
782	696
783	676
784	537
784	836
784	649
570	618
570	812
795	114
796	537
796	146
796	800
796	776
796	615
796	802
796	269
796	803
796	339
796	436
796	301
796	347
796	348
796	143
796	303
796	43
796	122
796	313
796	288
796	255
796	633
796	214
796	18
796	602
800	796
800	802
800	803
800	502
800	347
800	768
800	383
800	329
800	765
800	115
800	522
800	633
800	309
801	537
801	348
802	770
802	796
802	800
802	631
802	303
802	733
802	532
802	316
802	362
802	522
802	138
802	214
803	537
803	796
803	669
803	53
803	720
803	800
803	498
803	421
803	257
803	269
803	436
803	301
803	642
803	347
803	348
803	178
803	334
803	527
803	772
803	532
803	4
803	769
803	482
803	192
803	391
803	114
803	519
803	467
803	522
803	649
803	506
803	633
803	832
803	214
803	740
803	600
803	118
803	309
806	295
806	578
806	526
806	19
807	239
807	133
807	334
807	648
807	46
809	87
612	114
812	696
812	173
812	366
812	629
812	241
812	130
812	561
812	570
812	455
812	681
812	727
815	145
815	831
815	749
815	362
633	537
633	796
633	669
633	634
633	240
633	800
633	498
633	721
633	803
633	644
633	282
633	136
633	229
633	764
633	347
633	457
633	733
633	140
633	810
633	487
633	718
633	522
633	817
633	18
633	309
818	537
818	38
818	634
818	240
818	126
818	242
818	764
818	347
818	316
818	263
818	138
818	817
818	309
740	484
740	594
740	692
740	596
740	720
740	803
819	836
824	530
824	758
824	509
84	401
84	533
87	92
87	532
87	305
87	809
758	387
758	21
758	133
170	576
170	60
105	523
105	653
105	727
109	505
109	279
107	366
107	118
114	439
114	795
114	615
114	269
114	803
114	502
114	514
114	588
114	26
114	235
114	496
114	612
114	679
114	832
114	214
114	369
115	800
115	769
119	145
119	21
119	268
126	154
126	436
